,Content ID,reaction_Type,Datetime,category,content_type,sentiment,scores
2326,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,31-10-2020,studying,photo,negative,12
2328,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,09-01-2021,studying,photo,negative,12
2343,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,worried,18-02-2021,dogs,video,negative,12
2361,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,worried,13-08-2020,dogs,video,negative,12
2387,9d94f180-947c-40f5-aa05-f1958759b7fc,worried,17-05-2021,science,video,negative,12
2402,9d94f180-947c-40f5-aa05-f1958759b7fc,worried,15-03-2021,science,video,negative,12
2420,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,09-01-2021,culture,photo,negative,12
2429,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,09-07-2020,culture,photo,negative,12
2433,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,21-01-2021,culture,photo,negative,12
2436,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,25-05-2021,culture,photo,negative,12
2455,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,worried,12-11-2020,culture,GIF,negative,12
2476,fada6910-2cc5-4600-808c-1e6066f795a6,worried,22-05-2021,technology,GIF,negative,12
2478,fada6910-2cc5-4600-808c-1e6066f795a6,worried,11-10-2020,technology,GIF,negative,12
2486,fada6910-2cc5-4600-808c-1e6066f795a6,worried,21-07-2020,technology,GIF,negative,12
2506,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,worried,15-11-2020,culture,photo,negative,12
2519,1de2f0f9-61ab-43fb-9180-6870824c63c0,worried,24-03-2021,science,GIF,negative,12
2545,e18e10e9-ed2a-494b-b215-edce890b1df4,worried,22-01-2021,food,photo,negative,12
2568,af7971aa-5fd5-41d3-b6c3-583704a705a2,worried,01-12-2020,healthy eating,video,negative,12
2570,af7971aa-5fd5-41d3-b6c3-583704a705a2,worried,01-05-2021,healthy eating,video,negative,12
2639,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,worried,28-02-2021,healthy eating,video,negative,12
2647,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,worried,02-10-2020,healthy eating,video,negative,12
2664,c8b044a9-8427-4b41-bc61-7b549ab1626c,worried,17-10-2020,Studying,photo,negative,12
2668,c8b044a9-8427-4b41-bc61-7b549ab1626c,worried,12-12-2020,Studying,photo,negative,12
2707,cd568dd1-70cf-45d6-b495-10eebff8c920,worried,22-03-2021,dogs,photo,negative,12
2754,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,worried,30-12-2020,travel,photo,negative,12
2813,62681a6c-fe82-4186-ba7d-0805ae5b95ed,worried,02-03-2021,Veganism,audio,negative,12
2815,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,18-05-2021,healthy eating,audio,negative,12
2820,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,27-05-2021,healthy eating,video,negative,12
2843,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,14-07-2020,healthy eating,video,negative,12
2871,67f2a150-6086-4cbd-8d21-46250ccef5a2,worried,10-02-2021,cooking,GIF,negative,12
2899,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,13-08-2020,technology,audio,negative,12
2902,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,19-10-2020,technology,audio,negative,12
2906,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,21-09-2020,technology,audio,negative,12
2926,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,30-05-2021,technology,audio,negative,12
2950,433607b3-eeb4-48b8-9263-9805c1b89d55,worried,30-11-2020,education,video,negative,12
2957,433607b3-eeb4-48b8-9263-9805c1b89d55,worried,15-04-2021,education,video,negative,12
2999,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,worried,26-06-2020,studying,video,negative,12
3011,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,worried,09-08-2020,studying,video,negative,12
3023,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,12-09-2020,public speaking,video,negative,12
3051,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,27-11-2020,public speaking,video,negative,12
3090,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,04-03-2021,technology,audio,negative,12
3091,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,27-02-2021,technology,audio,negative,12
3112,e4466189-0b96-4cc4-9d7d-d0f27b982548,worried,04-11-2020,education,GIF,negative,12
3171,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,29-01-2021,food,photo,negative,12
3177,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,12-02-2021,food,photo,negative,12
3188,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,06-05-2021,food,photo,negative,12
3192,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,10-05-2021,food,photo,negative,12
3199,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,30-08-2020,food,photo,negative,12
3202,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,05-02-2021,food,photo,negative,12
3228,c7066a17-2e12-49d2-bb9e-c8967051f490,worried,12-09-2020,public speaking,GIF,negative,12
3233,c7066a17-2e12-49d2-bb9e-c8967051f490,worried,07-04-2021,public speaking,GIF,negative,12
3247,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,13-04-2021,animals,photo,negative,12
3250,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,04-03-2021,animals,photo,negative,12
3282,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,15-02-2021,education,photo,negative,12
3285,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,11-09-2020,education,photo,negative,12
3290,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,23-05-2021,education,photo,negative,12
3298,b6c24086-becf-4615-801e-c3c298a8d4e2,worried,21-11-2020,travel,GIF,negative,12
3338,1beeffff-f261-435f-a109-6fafe46669d4,worried,12-02-2021,public speaking,photo,negative,12
3339,1beeffff-f261-435f-a109-6fafe46669d4,worried,15-05-2021,public speaking,photo,negative,12
3345,1beeffff-f261-435f-a109-6fafe46669d4,worried,19-06-2020,public speaking,photo,negative,12
3352,1beeffff-f261-435f-a109-6fafe46669d4,worried,14-04-2021,public speaking,photo,negative,12
3363,1beeffff-f261-435f-a109-6fafe46669d4,worried,25-09-2020,public speaking,photo,negative,12
3372,1beeffff-f261-435f-a109-6fafe46669d4,worried,27-03-2021,public speaking,photo,negative,12
3382,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,12-11-2020,tennis,GIF,negative,12
3385,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,16-05-2021,tennis,GIF,negative,12
3396,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,09-11-2020,tennis,GIF,negative,12
3440,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,15-07-2020,veganism,video,negative,12
3441,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,26-07-2020,veganism,video,negative,12
3444,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,28-05-2021,veganism,video,negative,12
3449,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,11-04-2021,veganism,video,negative,12
3461,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,20-09-2020,veganism,video,negative,12
3462,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,14-09-2020,veganism,video,negative,12
3476,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,12-07-2020,veganism,video,negative,12
3505,d706b190-216c-4103-9107-fb7304766d68,worried,02-06-2021,cooking,video,negative,12
3509,d706b190-216c-4103-9107-fb7304766d68,worried,06-02-2021,cooking,video,negative,12
3517,d706b190-216c-4103-9107-fb7304766d68,worried,01-07-2020,cooking,video,negative,12
3531,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,19-01-2021,tennis,audio,negative,12
3539,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,23-04-2021,tennis,audio,negative,12
3542,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,21-06-2020,tennis,audio,negative,12
3543,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,11-01-2021,tennis,audio,negative,12
3593,edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,15-09-2020,technology,audio,negative,12
3610,edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,28-04-2021,technology,audio,negative,12
3671,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,worried,06-04-2021,animals,photo,negative,12
3699,509a5fb0-9bb2-4809-9f90-18ae007acc94,worried,13-12-2020,dogs,video,negative,12
3710,509a5fb0-9bb2-4809-9f90-18ae007acc94,worried,21-08-2020,dogs,video,negative,12
3724,f1038e6c-5292-4e20-a866-675e1637d6b5,worried,22-06-2020,soccer,GIF,negative,12
3725,f1038e6c-5292-4e20-a866-675e1637d6b5,worried,14-05-2021,soccer,GIF,negative,12
3819,3a106d1f-3942-49d4-9358-417f33d760c6,worried,30-08-2020,Fitness,photo,negative,12
3834,3a106d1f-3942-49d4-9358-417f33d760c6,worried,07-08-2020,Fitness,photo,negative,12
3836,3a106d1f-3942-49d4-9358-417f33d760c6,worried,07-03-2021,Fitness,photo,negative,12
3837,3a106d1f-3942-49d4-9358-417f33d760c6,worried,16-10-2020,Fitness,photo,negative,12
3907,dd2f8912-9b97-40cb-ac5f-215f98d4d733,worried,06-12-2020,fitness,GIF,negative,12
3943,de95cdb1-a85a-40de-8467-892e2d1481af,worried,20-04-2021,education,video,negative,12
3951,de95cdb1-a85a-40de-8467-892e2d1481af,worried,21-08-2020,education,video,negative,12
3982,6199f5ca-cc02-410d-a408-e034946de162,worried,12-01-2021,animals,video,negative,12
4001,8490c29c-177f-4c21-9d37-d509f9287f30,worried,04-12-2020,tennis,GIF,negative,12
4008,8490c29c-177f-4c21-9d37-d509f9287f30,worried,07-08-2020,tennis,GIF,negative,12
4018,8490c29c-177f-4c21-9d37-d509f9287f30,worried,08-10-2020,tennis,GIF,negative,12
4021,8490c29c-177f-4c21-9d37-d509f9287f30,worried,28-01-2021,tennis,GIF,negative,12
4075,5651450a-d330-46e6-bac9-c7c7e7defaf2,worried,17-12-2020,animals,photo,negative,12
4083,7c2e209e-acea-4246-a32d-636e2f2cc2c1,worried,01-10-2020,dogs,video,negative,12
4090,a72552ac-cad2-4707-8bc6-dea84a5ab72b,worried,17-12-2020,studying,audio,negative,12
4103,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,11-03-2021,tennis,photo,negative,12
4107,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,29-11-2020,tennis,video,negative,12
4121,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,10-10-2020,studying,video,negative,12
4128,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,29-12-2020,studying,GIF,negative,12
4134,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,14-12-2020,studying,GIF,negative,12
4162,f783f128-6f66-4ef3-a190-5afc29d17012,worried,08-11-2020,tennis,GIF,negative,12
4208,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,worried,25-04-2021,cooking,video,negative,12
4212,6e418568-a2b9-4d08-b241-06362c96a7f1,worried,24-02-2021,food,video,negative,12
4241,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,09-11-2020,technology,video,negative,12
4249,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,15-10-2020,technology,video,negative,12
4250,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,04-01-2021,technology,video,negative,12
4258,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,03-11-2020,technology,video,negative,12
4288,34123572-64b7-4f3d-b098-a2651d882fb2,worried,13-02-2021,dogs,video,negative,12
4305,811834bf-44bf-47f3-ae30-e305591177d6,worried,17-03-2021,animals,video,negative,12
4383,413101f7-ea05-4df6-97cf-9891245c5ed7,worried,30-10-2020,science,photo,negative,12
4417,c136ae25-d882-4e2c-b515-5727ad2626a5,worried,07-03-2021,soccer,photo,negative,12
4443,bd810ca4-54cf-420e-afec-0214b870672e,worried,05-02-2021,technology,photo,negative,12
4487,43e53b12-71cb-4aad-9cb7-8c3572053230,worried,18-10-2020,fitness,audio,negative,12
4552,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,26-02-2021,Travel,audio,negative,12
4553,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,02-03-2021,Travel,audio,negative,12
4564,748ab616-8066-4c61-b6af-d7442545d12a,worried,03-09-2020,veganism,audio,negative,12
4570,748ab616-8066-4c61-b6af-d7442545d12a,worried,09-03-2021,veganism,audio,negative,12
4571,748ab616-8066-4c61-b6af-d7442545d12a,worried,08-12-2020,veganism,audio,negative,12
4575,748ab616-8066-4c61-b6af-d7442545d12a,worried,24-04-2021,veganism,audio,negative,12
4587,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,09-07-2020,science,video,negative,12
4593,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,09-03-2021,science,video,negative,12
4604,734c0b94-6729-44ef-af97-90a3a51a466c,worried,30-10-2020,travel,video,negative,12
4612,734c0b94-6729-44ef-af97-90a3a51a466c,worried,24-05-2021,travel,video,negative,12
4652,43da458b-66fe-4723-996c-57dcfad67edf,worried,21-05-2021,food,GIF,negative,12
4685,7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,30-03-2021,science,GIF,negative,12
4687,7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,16-02-2021,science,photo,negative,12
4691,7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,06-01-2021,science,photo,negative,12
4764,ebdf5d36-9ecc-44d7-b641-d33805709452,worried,27-06-2020,cooking,audio,negative,12
4794,1429467d-e8a2-4292-bd46-921e8bd87b30,worried,29-05-2021,public speaking,video,negative,12
4826,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,19-11-2020,studying,audio,negative,12
4833,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,16-07-2020,studying,audio,negative,12
4847,7d459555-a816-4d20-893c-a002e0a74ce3,worried,18-04-2021,healthy eating,audio,negative,12
4850,7d459555-a816-4d20-893c-a002e0a74ce3,worried,22-03-2021,healthy eating,audio,negative,12
4853,7d459555-a816-4d20-893c-a002e0a74ce3,worried,15-05-2021,healthy eating,audio,negative,12
4870,e6b61eab-6879-4618-b189-476f27f02fdd,worried,27-06-2020,science,audio,negative,12
4884,d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,21-05-2021,fitness,photo,negative,12
4885,d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,03-05-2021,fitness,photo,negative,12
4915,27ec2b21-a749-4181-b182-150a174fc277,worried,07-04-2021,animals,GIF,negative,12
4926,27ec2b21-a749-4181-b182-150a174fc277,worried,28-12-2020,animals,GIF,negative,12
4969,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,worried,11-07-2020,food,video,negative,12
4970,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,worried,14-07-2020,food,video,negative,12
5017,1f466010-5c87-4b81-be83-5856481231fb,worried,15-10-2020,soccer,GIF,negative,12
5031,1f466010-5c87-4b81-be83-5856481231fb,worried,01-02-2021,soccer,GIF,negative,12
5035,1f466010-5c87-4b81-be83-5856481231fb,worried,17-09-2020,soccer,GIF,negative,12
5052,496645a7-64f7-4c56-94f5-a71671cb262e,worried,26-04-2021,dogs,GIF,negative,12
5064,496645a7-64f7-4c56-94f5-a71671cb262e,worried,23-09-2020,dogs,GIF,negative,12
5074,496645a7-64f7-4c56-94f5-a71671cb262e,worried,03-09-2020,dogs,GIF,negative,12
5111,d6d4ec49-4210-44de-9f90-c93dfbeed084,worried,10-09-2020,tennis,video,negative,12
5141,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,12-06-2021,food,audio,negative,12
5149,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,22-02-2021,food,audio,negative,12
5152,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,09-10-2020,food,audio,negative,12
5171,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,26-10-2020,food,audio,negative,12
5184,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,16-06-2021,tennis,video,negative,12
5193,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,22-04-2021,tennis,video,negative,12
5215,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,21-12-2020,tennis,video,negative,12
5217,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,08-11-2020,tennis,video,negative,12
5234,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,worried,17-09-2020,science,GIF,negative,12
5235,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,worried,15-03-2021,science,GIF,negative,12
5254,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,worried,21-08-2020,cooking,audio,negative,12
5277,ff883828-a610-492d-8635-8a777eaad25f,worried,01-12-2020,education,photo,negative,12
5295,ff883828-a610-492d-8635-8a777eaad25f,worried,11-12-2020,education,photo,negative,12
5298,ff883828-a610-492d-8635-8a777eaad25f,worried,18-01-2021,education,photo,negative,12
5313,ff883828-a610-492d-8635-8a777eaad25f,worried,17-05-2021,education,photo,negative,12
5347,48a824bf-e495-4333-8acf-c800947ec2cd,worried,14-03-2021,soccer,audio,negative,12
5351,48a824bf-e495-4333-8acf-c800947ec2cd,worried,28-08-2020,soccer,audio,negative,12
5364,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,worried,07-10-2020,food,GIF,negative,12
5373,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,worried,02-04-2021,food,GIF,negative,12
5388,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,25-09-2020,travel,audio,negative,12
5392,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,19-06-2020,travel,audio,negative,12
5399,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,19-10-2020,travel,audio,negative,12
5421,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,12-01-2021,travel,audio,negative,12
5424,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,02-05-2021,travel,audio,negative,12
5430,05776481-7b58-46d8-abf6-bf4de7831287,worried,29-07-2020,travel,audio,negative,12
5446,05776481-7b58-46d8-abf6-bf4de7831287,worried,05-01-2021,travel,audio,negative,12
5459,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,worried,28-02-2021,animals,audio,negative,12
5475,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,worried,28-05-2021,animals,GIF,negative,12
5518,58059956-4cde-4671-9baf-904851731540,worried,25-08-2020,education,video,negative,12
5527,58059956-4cde-4671-9baf-904851731540,worried,10-04-2021,education,audio,negative,12
5545,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,worried,16-11-2020,veganism,GIF,negative,12
5557,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,worried,18-01-2021,veganism,GIF,negative,12
5565,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,worried,03-12-2020,veganism,GIF,negative,12
5579,429632b9-88c0-4163-a7ed-4272a04f7838,worried,27-09-2020,Animals,audio,negative,12
5590,429632b9-88c0-4163-a7ed-4272a04f7838,worried,08-11-2020,Animals,audio,negative,12
5597,429632b9-88c0-4163-a7ed-4272a04f7838,worried,26-07-2020,Animals,audio,negative,12
5608,281054fd-2b89-4191-92ae-98e1bc0ed51b,worried,26-11-2020,fitness,video,negative,12
5627,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,worried,01-02-2021,education,GIF,negative,12
5632,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,worried,11-02-2021,education,GIF,negative,12
5653,8ef185a2-8910-41f5-a109-95c925ebffa0,worried,11-04-2021,public speaking,photo,negative,12
5657,8ef185a2-8910-41f5-a109-95c925ebffa0,worried,26-01-2021,public speaking,photo,negative,12
5674,839d117b-c764-4930-99f2-a6e4d1b47790,worried,16-10-2020,cooking,photo,negative,12
5729,037189e3-18c0-4f6c-a8cc-d6b86d679891,worried,04-02-2021,food,GIF,negative,12
5735,909cbb46-9789-4e9d-9148-890e5c44a9e2,worried,23-11-2020,animals,audio,negative,12
5800,1987b43d-bcb9-4ab0-8634-ef3623928e94,worried,12-07-2020,education,photo,negative,12
5804,1987b43d-bcb9-4ab0-8634-ef3623928e94,worried,22-08-2020,education,photo,negative,12
5820,3e64dfe3-e832-4352-a170-9806f64ac507,worried,31-10-2020,healthy eating,video,negative,12
5828,3e64dfe3-e832-4352-a170-9806f64ac507,worried,26-05-2021,healthy eating,audio,negative,12
5842,3e64dfe3-e832-4352-a170-9806f64ac507,worried,03-07-2020,healthy eating,audio,negative,12
5857,30c8a141-2c2e-4272-8854-ff5673509652,worried,30-05-2021,culture,audio,negative,12
5860,30c8a141-2c2e-4272-8854-ff5673509652,worried,10-11-2020,culture,audio,negative,12
5880,d029d393-b80b-4a56-9450-7645ee42da07,worried,23-05-2021,healthy eating,video,negative,12
5908,75747dd7-8dad-4f2f-9209-62765223f3af,worried,24-07-2020,fitness,photo,negative,12
5931,75747dd7-8dad-4f2f-9209-62765223f3af,worried,19-12-2020,fitness,photo,negative,12
5954,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,worried,05-02-2021,studying,audio,negative,12
5962,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,worried,22-05-2021,studying,audio,negative,12
5970,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,worried,21-08-2020,studying,audio,negative,12
5977,b1c49557-0623-4fb2-8f22-1453286fedad,worried,01-10-2020,healthy eating,video,negative,12
6039,96209724-37a8-475b-b80a-03e96a7c33b1,worried,28-09-2020,fitness,GIF,negative,12
6042,96209724-37a8-475b-b80a-03e96a7c33b1,worried,18-10-2020,fitness,GIF,negative,12
6045,96209724-37a8-475b-b80a-03e96a7c33b1,worried,23-05-2021,fitness,GIF,negative,12
6074,bb9dcde7-55bb-4fb8-b349-caa58fb08823,worried,03-03-2021,healthy eating,GIF,negative,12
6079,bb9dcde7-55bb-4fb8-b349-caa58fb08823,worried,03-10-2020,healthy eating,GIF,negative,12
6107,a0606e08-1798-44f5-a575-28e82f79dfe3,worried,10-02-2021,veganism,video,negative,12
6187,dc78a872-9057-4a8e-9a25-a1c407c1b7c9,worried,11-10-2020,culture,audio,negative,12
6212,a3d563e1-c7a6-4367-9195-cddc36863735,worried,06-01-2021,healthy eating,audio,negative,12
6248,350e0d40-e036-459c-9cbe-73e003c33cfa,worried,23-07-2020,technology,photo,negative,12
6262,350e0d40-e036-459c-9cbe-73e003c33cfa,worried,07-10-2020,technology,photo,negative,12
6269,0e2169f4-b881-42d0-b99c-034b32f83504,worried,20-01-2021,food,GIF,negative,12
6285,0e2169f4-b881-42d0-b99c-034b32f83504,worried,30-11-2020,food,GIF,negative,12
6301,0e2169f4-b881-42d0-b99c-034b32f83504,worried,14-02-2021,food,GIF,negative,12
6325,60ca0278-5ed6-4669-939b-e6dc2021c07d,worried,07-04-2021,technology,GIF,negative,12
6339,60ca0278-5ed6-4669-939b-e6dc2021c07d,worried,21-07-2020,technology,GIF,negative,12
6355,13a4d35c-761c-47a3-b25b-5cc5825d04f2,worried,29-07-2020,travel,photo,negative,12
6365,062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,16-04-2021,education,audio,negative,12
6375,062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,11-10-2020,education,audio,negative,12
6382,062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,26-06-2020,education,audio,negative,12
6409,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,worried,01-05-2021,Education,photo,negative,12
6419,a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,29-08-2020,public speaking,photo,negative,12
6443,a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,28-07-2020,public speaking,video,negative,12
6444,a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,01-09-2020,public speaking,video,negative,12
6468,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,06-04-2021,soccer,video,negative,12
6472,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,27-11-2020,soccer,video,negative,12
6483,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,24-07-2020,soccer,video,negative,12
6485,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,24-11-2020,soccer,video,negative,12
6502,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,25-03-2021,soccer,video,negative,12
6512,7fe36d94-8867-4719-9c62-60b077cf5973,worried,24-02-2021,travel,photo,negative,12
6533,7fe36d94-8867-4719-9c62-60b077cf5973,worried,09-12-2020,travel,photo,negative,12
6534,7fe36d94-8867-4719-9c62-60b077cf5973,worried,22-07-2020,travel,photo,negative,12
6555,56df8914-9d42-434d-9612-6bb518dd641e,worried,09-04-2021,fitness,video,negative,12
6572,56df8914-9d42-434d-9612-6bb518dd641e,worried,09-09-2020,fitness,video,negative,12
6592,78461336-26e2-4d0c-ab9a-fefbe419a8dd,worried,29-06-2020,foodf,video,negative,12
6600,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,26-03-2021,veganism,photo,negative,12
6616,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,03-11-2020,veganism,photo,negative,12
6673,227a8c57-e5a0-46a8-999d-fcdea42c0905,worried,10-02-2021,education,photo,negative,12
6687,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,24-11-2020,public speaking,video,negative,12
6694,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,08-05-2021,public speaking,video,negative,12
6703,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,13-07-2020,public speaking,video,negative,12
6714,19179d57-4950-4a98-87fa-98f824551a6f,worried,15-08-2020,education,photo,negative,12
6738,19179d57-4950-4a98-87fa-98f824551a6f,worried,24-03-2021,education,photo,negative,12
6742,19179d57-4950-4a98-87fa-98f824551a6f,worried,24-06-2020,education,photo,negative,12
6747,19179d57-4950-4a98-87fa-98f824551a6f,worried,12-08-2020,education,photo,negative,12
6760,3926740f-e4f7-4229-9aad-e435149d0d2f,worried,26-11-2020,science,photo,negative,12
6784,590873fc-e921-4396-a173-a43451675afc,worried,08-04-2021,studying,GIF,negative,12
6816,b4c71928-99f0-4f1e-bdff-3d99c16113ac,worried,06-07-2020,travel,video,negative,12
6818,b4c71928-99f0-4f1e-bdff-3d99c16113ac,worried,22-04-2021,travel,video,negative,12
6845,c7b02507-18a2-4169-91f1-4fc727c8bc03,worried,22-01-2021,dogs,GIF,negative,12
6856,c7b02507-18a2-4169-91f1-4fc727c8bc03,worried,17-07-2020,dogs,GIF,negative,12
6885,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,08-01-2021,cooking,video,negative,12
6899,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,31-03-2021,cooking,video,negative,12
6909,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,09-10-2020,cooking,video,negative,12
6939,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,worried,19-05-2021,education,photo,negative,12
6985,2240bbde-db67-4d73-b885-f0117b4b2080,worried,13-03-2021,food,video,negative,12
7011,8338222c-c31f-40f3-883c-44125f36bae8,worried,19-02-2021,education,video,negative,12
7074,59bb59ce-776b-4d28-85ee-c0d71c690b6a,worried,28-10-2020,animals,audio,negative,12
7081,59bb59ce-776b-4d28-85ee-c0d71c690b6a,worried,15-12-2020,animals,audio,negative,12
